"time","people_amount"
"1758693601.9866",0
"1758693606.9993",0
"1758693614.0649",0
"1758693619.0747",0
"1758693628.1009",0
"1758693633.1171",0
"1758693638.1287",0
"1758693643.1544",0
"1758693648.1683",0
"1758693653.1943",0
"1758693658.2083",1
"1758693663.2176",0
"1758693668.2391",0
"1758693673.2591",0
"1758693678.2674",1
"1758693683.2788",1
"1758693688.3001",1
"1758693693.3148",1
"1758693698.3275",1
"1758693703.3387",1
"1758693708.3561",1
"1758693713.3712",1
"1758693718.3868",1
"1758693723.4042",1
"1758693728.4241",1
"1758693733.4461",1
"1758693738.4636",1
"1758693743.4919",1
"1758693748.5062",1
"1758693753.5152",1
"1758693758.5283",1
"1758693762.5721",2
"1758693767.7472",0
"1758693770.761",0
"1758693780.7922",0
"1758693785.8034",0
"1758693790.8171",0
"1758693795.8324",0
"1758693800.8471",0
"1758693805.8599",0
"1758693810.8672",0
"1758693815.8756",0
"1758693820.8841",0
"1758693825.8885",0
"1758693830.9025",0
"1758693835.9194",0
"1758693840.9375",0
"1758693845.9656",0
"1758693850.9849",0
"1758693856.0083",0
"1758693861.0287",0
"1758693866.0586",0
"1758693871.0729",0
"1758693876.1024",0
"1758693881.1156",0
"1758693886.1517",0
"1758693891.1753",0
"1758693896.2097",0
"1758693901.2482",0
"1758693906.2881",0
"1758693911.3104",0
"1758693918.3926",0
"1758693923.4235",0
"1758693932.4462",0
"1758693937.4759",0
"1758693942.501",0
"1758693947.5268",0
"1758693952.555",0
"1758693957.5781",0
"1758693962.5959",0
"1758693967.6175",0
"1758693972.6469",0
"1758693977.6738",0
"1758693982.7022",0
"1758693987.721",0
"1758693992.743",0
"1758693997.7782",0
"1758694002.7922",0
"1758694007.8128",0
"1758694012.8388",0
"1758694017.864",0
"1758694022.8942",0
"1758694027.9202",0
"1758694032.9454",0
"1758694037.9797",0
"1758694043.0045",0
"1758694048.0274",0
"1758694053.0493",0
"1758694058.0778",0
"1758694063.1041",0
"1758694070.1725",0
"1758694075.1935",0
"1758694084.2483",0
"1758694089.2614",0
"1758694094.2919",0
"1758694099.317",0
"1758694104.3457",0
"1758694109.3827",0
"1758694114.4106",0
"1758694119.4338",0
"1758694124.4588",0
"1758694129.4835",0
"1758694134.5055",0
"1758694139.5246",0
"1758694144.5479",0
"1758694149.5843",0
"1758694154.6027",0
"1758694159.6274",0
"1758694164.6547",0
"1758694169.6753",0
"1758694174.7007",0
"1758694179.7203",0
"1758694184.7556",0
"1758694189.7863",0
"1758694194.8158",0
"1758694199.8358",0
"1758694205.8588",0
"1758694210.8901",0
"1758694214.9077",0
"1758694222.9732",0
"1758694226.9906",0
"1758694236.2337",0
"1758694241.2495",0
"1758694246.2604",0
"1758694251.2807",0
"1758694256.2876",0
"1758694261.295",0
"1758694266.3189",0
"1758694271.325",0
"1758694276.3377",0
"1758694281.3495",0
"1758694286.3589",0
"1758694291.3776",0
"1758694296.3994",0
"1758694301.4192",0
"1758694306.4291",0
"1758694311.4447",0
"1758694316.463",0
"1758694321.481",0
"1758694326.5074",0
"1758694331.5135",0
"1758694336.529",0
"1758694341.5397",0
"1758694346.5517",0
"1758694351.5709",0
"1758694356.593",0
"1758694361.6215",0
"1758694366.6399",0
"1758694370.6998",0
"1758694375.7337",0
"1758694379.7558",0
"1758694388.7659",0
"1758694393.7996",0
"1758694398.8315",0
"1758694403.8631",0
"1758694408.8945",0
"1758694413.9222",0
"1758694418.9402",0
"1758694423.9697",0
"1758694428.9845",0
"1758694434.0025",0
"1758694439.0256",0
"1758694444.052",0
"1758694449.0677",0
"1758694454.0852",0
"1758694459.1038",0
"1758694464.1276",0
"1758694469.1581",0
"1758694474.1818",0
"1758694479.2044",0
"1758694484.2291",0
"1758694489.2496",0
"1758694494.2795",0
"1758694499.2986",0
"1758694504.3198",0
"1758694509.3446",0
"1758694514.3717",0
"1758694519.396",0
"1758694526.4748",0
"1758694531.5069",0
"1758694540.5081",0
"1758694545.5263",0
"1758694550.548",0
"1758694555.5695",0
"1758694560.5934",0
"1758694565.6139",0
"1758694570.637",0
"1758694575.6576",0
"1758694580.6802",0
"1758694585.7074",0
"1758694590.7201",0
"1758694595.7388",0
"1758694600.7676",0
"1758694605.7882",0
"1758694610.8047",0
"1758694615.8294",0
"1758694620.8466",0
"1758694625.8758",0
"1758694630.8963",0
"1758694635.9191",0
"1758694640.9377",0
"1758694645.9685",0
"1758694650.9952",0
"1758694656.0158",0
"1758694661.0363",0
"1758694666.0574",0
"1758694671.1538",0
"1758694678.2669",0
"1758694683.2944",0
"1758694691.4632",0
"1758694697.5216",0
"1758694702.5377",0
"1758694707.5551",0
"1758694712.5606",0
"1758694717.5705",0
"1758694722.5883",0
"1758694727.5972",0
"1758694732.6139",0
"1758694737.6265",0
"1758694742.6334",0
"1758694747.6581",0
"1758694752.68",0
"1758694757.712",0
"1758694762.7409",0
"1758694767.7539",0
"1758694772.775",0
"1758694777.7999",0
"1758694782.8091",0
"1758694787.8238",0
"1758694792.8393",0
"1758694797.8632",0
"1758694802.8955",0
"1758694807.9131",0
"1758694812.9263",0
"1758694817.9418",1
"1758694822.9534",1
"1758694831.0111",1
"1758694835.0271",1
"1758694844.0793",1
"1758694849.0872",1
"1758694854.0954",1
"1758694859.1068",1
"1758694864.1216",1
"1758694869.1333",0
"1758694874.1487",0
"1758694879.1645",0
"1758694884.1699",0
"1758694889.1844",0
"1758694894.2006",0
"1758694899.2129",0
"1758694904.2295",0
"1758694909.2504",0
"1758694914.2708",0
"1758694919.2984",0
"1758694924.3249",0
"1758694929.3491",0
"1758694934.3741",0
"1758694939.3975",0
"1758694944.4133",0
"1758694949.4386",0
"1758694954.4627",0
"1758694959.4871",0
"1758694964.5086",0
"1758694969.5275",0
"1758694974.5495",0
"1758694978.6149",0
"1758694983.6346",0
"1758694987.6581",0
"1758694996.6839",0
"1758695001.6969",0
"1758695006.7195",0
"1758695011.7527",0
"1758695016.7766",0
"1758695021.8091",0
"1758695026.831",0
"1758695031.8544",0
"1758695036.8784",0
"1758695041.8991",0
"1758695046.9181",0
"1758695051.9503",0
"1758695056.9765",0
"1758695062.0043",0
"1758695067.0295",0
"1758695072.0588",0
"1758695077.0841",0
"1758695082.1105",0
"1758695087.144",0
"1758695092.1665",0
"1758695097.1955",0
"1758695102.2248",0
"1758695107.26",0
"1758695112.2861",0
"1758695117.3108",0
"1758695122.3439",0
"1758695127.3658",0
"1758695134.56",0
"1758695139.6054",0
"1758695148.6728",0
"1758695153.6913",0
"1758695158.7162",0
"1758695163.7362",0
"1758695168.7503",0
"1758695173.7666",0
"1758695178.7804",0
"1758695183.7983",0
"1758695188.8216",0
"1758695193.8325",0
"1758695198.8427",0
"1758695203.8592",0
"1758695208.8738",0
"1758695213.8972",0
"1758695218.9153",0
"1758695223.9292",0
"1758695228.9391",0
"1758695233.9566",0
"1758695238.9814",0
"1758695244.021",0
"1758695249.0455",0
"1758695254.08",0
"1758695259.1155",0
"1758695264.1485",0
"1758695269.1791",0
"1758695274.2138",0
"1758695279.2439",0
"1758695286.3087",0
"1758695291.3303",0
"1758695300.3884",0
"1758695305.4039",0
"1758695310.4168",0
"1758695315.4383",0
"1758695320.449",0
"1758695325.4786",0
"1758695330.5065",0
"1758695335.5378",0
"1758695340.5728",0
"1758695345.6076",0
"1758695350.6318",0
"1758695355.658",0
"1758695360.6844",0
"1758695365.718",0
"1758695370.7364",0
"1758695375.7552",0
"1758695380.7836",0
"1758695385.7969",0
"1758695390.8157",0
"1758695395.8413",0
"1758695400.856",0
"1758695405.8783",0
"1758695410.8969",0
"1758695415.911",0
"1758695420.9311",0
"1758695425.9479",0
"1758695431.0546",0
"1758695438.2283",0
"1758695443.3694",0
"1758695452.4064",0
"1758695457.422",0
"1758695462.4411",0
"1758695467.4527",0
"1758695472.4712",0
"1758695477.4848",0
"1758695482.4971",0
"1758695487.5154",0
"1758695492.5362",0
"1758695497.5444",0
"1758695502.5557",0
"1758695507.5711",0
"1758695512.5852",0
"1758695517.5987",0
"1758695522.6097",0
"1758695527.6331",0
"1758695532.6675",0
