"time","people_amount"
"1758693603.7249",0
"1758693608.7368",0
"1758693611.7498",0
"1758693619.8435",0
"1758693625.8673",0
"1758693630.8791",0
"1758693635.9028",0
"1758693640.9332",0
"1758693645.9665",0
"1758693650.9952",0
"1758693656.0319",0
"1758693661.0592",0
"1758693666.099",0
"1758693671.1351",0
"1758693676.1583",0
"1758693681.1846",0
"1758693686.1986",0
"1758693691.2132",0
"1758693696.2423",0
"1758693701.2631",0
"1758693706.2738",0
"1758693711.2965",0
"1758693716.3145",0
"1758693721.3307",0
"1758693726.349",0
"1758693731.3594",0
"1758693736.3786",0
"1758693741.3989",0
"1758693746.4084",0
"1758693751.4263",1
"1758693756.4513",0
"1758693761.481",0
"1758693763.4947",0
"1758693771.5724",0
"1758693776.5891",0
"1758693782.6732",0
"1758693787.6852",0
"1758693792.6894",0
"1758693797.6974",1
"1758693802.7187",0
"1758693807.742",0
"1758693812.7652",0
"1758693817.7954",1
"1758693822.8255",0
"1758693827.8537",0
"1758693832.8779",1
"1758693837.9034",0
"1758693842.9255",0
"1758693847.9404",0
"1758693852.9647",0
"1758693857.9829",0
"1758693863.0043",0
"1758693868.0271",0
"1758693873.0511",0
"1758693878.0863",0
"1758693883.1203",0
"1758693888.1556",0
"1758693893.1835",0
"1758693898.2138",0
"1758693903.2519",0
"1758693908.2905",0
"1758693913.3114",0
"1758693915.3219",0
"1758693923.4152",0
"1758693929.4388",0
"1758693934.4691",0
"1758693939.4979",0
"1758693944.5161",1
"1758693949.5474",0
"1758693954.5731",0
"1758693959.5967",0
"1758693964.6127",0
"1758693969.6398",0
"1758693974.6712",0
"1758693979.7014",0
"1758693984.7185",0
"1758693989.7399",0
"1758693994.7674",0
"1758693999.7939",0
"1758694004.8115",0
"1758694009.8365",0
"1758694014.8549",0
"1758694019.8861",0
"1758694024.9185",0
"1758694029.9411",0
"1758694034.9679",0
"1758694039.9863",0
"1758694045.0131",0
"1758694050.0309",0
"1758694055.0585",0
"1758694060.0846",0
"1758694065.1",0
"1758694068.1064",0
"1758694075.2233",0
"1758694077.2251",0
"1758694086.2836",0
"1758694091.2921",0
"1758694096.3162",0
"1758694101.3426",0
"1758694106.3561",0
"1758694111.3788",0
"1758694116.4152",0
"1758694121.4452",0
"1758694126.4701",0
"1758694131.4941",0
"1758694136.5205",0
"1758694141.5447",0
"1758694146.5652",0
"1758694151.5937",0
"1758694156.6063",1
"1758694161.637",0
"1758694166.6627",0
"1758694171.6877",0
"1758694176.7219",0
"1758694181.758",0
"1758694186.7862",0
"1758694191.8199",0
"1758694196.8445",0
"1758694201.8728",0
"1758694206.8906",0
"1758694211.92",0
"1758694216.9351",1
"1758694219.943",0
"1758694227.0317",0
"1758694229.0391",0
"1758694238.1012",0
"1758694243.1193",0
"1758694248.1343",0
"1758694253.1466",0
"1758694258.1657",0
"1758694263.1808",0
"1758694268.1956",0
"1758694273.208",0
"1758694278.2292",0
"1758694283.2481",0
"1758694288.2725",0
"1758694293.2849",0
"1758694298.3046",0
"1758694303.3324",0
"1758694308.3471",0
"1758694313.3719",0
"1758694318.3857",0
"1758694323.4202",0
"1758694328.4456",0
"1758694333.4656",0
"1758694338.4855",0
"1758694343.5084",0
"1758694348.5295",0
"1758694353.5527",0
"1758694358.5775",0
"1758694363.6128",0
"1758694368.6375",0
"1758694371.6548",0
"1758694379.8076",0
"1758694385.2149",0
"1758694390.3423",0
"1758694396.4243",0
"1758694401.4336",0
"1758694406.4366",0
"1758694411.4608",0
"1758694416.4717",0
"1758694421.4867",1
"1758694426.5002",0
"1758694431.5177",0
"1758694436.5294",0
"1758694441.5389",0
"1758694446.5538",0
"1758694451.563",0
"1758694456.5759",0
"1758694461.5849",0
"1758694466.6003",0
"1758694471.6098",0
"1758694476.6187",0
"1758694481.6299",0
"1758694486.6414",0
"1758694491.6584",0
"1758694496.6685",0
"1758694501.6741",0
"1758694506.6925",0
"1758694511.7072",0
"1758694516.7244",0
"1758694521.7384",0
"1758694526.7745",0
"1758694531.8368",0
"1758694537.8511",0
"1758694542.8751",0
"1758694547.892",0
"1758694552.9048",0
"1758694557.9193",1
"1758694562.9293",1
"1758694567.9374",0
"1758694572.9485",0
"1758694577.9561",0
"1758694582.9779",0
"1758694587.9866",0
"1758694593.0033",0
"1758694598.0172",0
"1758694603.0245",0
"1758694608.0391",0
"1758694613.0579",0
"1758694618.0785",1
"1758694623.097",0
"1758694628.1117",0
"1758694633.1187",0
"1758694638.1294",1
"1758694643.1413",2
"1758694648.1548",2
"1758694653.1763",1
"1758694658.1956",2
"1758694663.2051",3
"1758694668.2179",2
"1758694673.2298",2
"1758694676.2361",4
"1758694683.3279",1
"1758694688.3451",1
"1758694694.396",3
"1758694699.4117",2
"1758694704.427",2
"1758694709.4429",3
"1758694714.4648",2
"1758694719.4827",1
"1758694724.4971",2
"1758694729.5191",1
"1758694734.5352",1
"1758694739.5543",1
"1758694744.5703",4
"1758694749.5821",3
"1758694754.5898",1
"1758694759.6136",1
"1758694764.6321",1
"1758694769.6492",1
"1758694774.6588",1
"1758694779.667",1
"1758694784.6797",1
"1758694789.693",1
"1758694794.7067",1
"1758694799.7222",1
"1758694804.7426",1
"1758694809.76",1
"1758694814.7714",1
"1758694819.7845",1
"1758694824.7916",1
"1758694827.8013",1
"1758694834.8717",1
"1758694836.8788",1
"1758694845.9109",3
"1758694850.9221",3
"1758694855.9435",1
"1758694860.9703",2
"1758694865.9995",2
"1758694871.0371",3
"1758694876.0649",2
"1758694881.0932",2
"1758694886.1213",2
"1758694891.1398",2
"1758694896.1535",2
"1758694901.176",2
"1758694906.2005",2
"1758694911.2297",2
"1758694916.2527",2
"1758694921.2772",2
"1758694926.3023",2
"1758694931.3189",2
"1758694936.3482",2
"1758694941.3827",2
"1758694946.4015",2
"1758694951.4241",2
"1758694956.4523",2
"1758694961.4834",2
"1758694966.5056",3
"1758694971.5254",3
"1758694976.5452",3
"1758694979.5496",3
"1758694986.6153",2
"1758694988.6217",1
"1758694997.6553",4
"1758695002.6831",3
"1758695007.7051",2
"1758695012.7347",3
"1758695017.7604",5
"1758695022.7971",4
"1758695027.8259",3
"1758695032.8517",3
"1758695037.8759",2
"1758695042.8952",2
"1758695047.9219",3
"1758695052.9477",3
"1758695057.976",3
"1758695063.0032",3
"1758695068.0281",3
"1758695073.0546",0
"1758695078.0821",4
"1758695083.1132",4
"1758695088.1423",2
"1758695093.1712",5
"1758695098.1976",1
"1758695103.2266",3
"1758695108.2569",4
"1758695113.2831",4
"1758695118.3171",3
"1758695123.3396",3
"1758695128.3558",4
"1758695131.362",3
"1758695139.4016",3
"1758695144.4112",3
"1758695150.4551",5
"1758695155.4712",4
"1758695160.4857",3
"1758695165.5052",2
"1758695170.5269",1
"1758695175.5395",2
"1758695180.5531",3
"1758695185.5762",1
"1758695190.5986",3
"1758695195.61",4
"1758695200.6337",3
"1758695205.6456",3
"1758695210.6688",3
"1758695215.6834",3
"1758695220.702",5
"1758695225.7191",3
"1758695230.7339",3
"1758695235.7474",2
"1758695240.7563",3
"1758695245.772",3
"1758695250.7924",4
"1758695255.8054",1
"1758695260.8274",1
"1758695265.8458",2
"1758695270.8736",1
"1758695275.8891",1
"1758695280.9024",1
"1758695283.9163",0
"1758695290.9893",0
"1758695292.9916",1
"1758695302.032",3
"1758695307.0513",2
"1758695312.0688",2
"1758695317.0779",2
"1758695322.085",2
"1758695327.0972",1
"1758695332.1129",2
"1758695337.1255",1
"1758695342.144",1
"1758695347.1695",1
"1758695352.187",1
"1758695357.201",1
"1758695362.2157",1
"1758695367.2344",1
"1758695372.2561",1
"1758695377.2731",1
"1758695382.2881",1
"1758695387.3082",1
"1758695392.3207",1
"1758695397.3372",1
"1758695402.347",1
"1758695407.3766",1
"1758695412.3997",0
"1758695417.4206",2
"1758695422.4408",1
"1758695427.4548",1
"1758695432.4664",1
"1758695435.4719",1
"1758695442.5313",1
"1758695444.5358",1
"1758695452.7267",1
"1758695458.8097",1
"1758695463.8159",1
"1758695468.8314",1
"1758695473.8421",1
"1758695478.8581",1
"1758695483.8695",1
"1758695488.8818",1
"1758695493.9051",1
"1758695498.9208",2
"1758695503.9351",1
"1758695508.9496",2
"1758695513.9702",1
"1758695518.9979",1
"1758695524.0078",1
"1758695529.0223",1
"1758695534.0423",1
"1758695539.0572",2
"1758695544.0747",2
"1758695549.088",2
"1758695554.1034",1
"1758695559.122",1
"1758695564.1358",1
"1758695569.1615",1
"1758695574.1836",1
"1758695579.2003",1
"1758695584.2233",1
"1758695587.2311",1
"1758695595.3614",1
"1758695600.3727",1
"1758695606.4571",1
"1758695611.4712",1
"1758695616.4835",1
"1758695621.5057",1
"1758695626.5288",2
"1758695631.5449",2
"1758695636.5613",2
"1758695641.5781",1
"1758695646.6011",1
"1758695651.6227",1
"1758695656.6431",1
"1758695661.6634",1
"1758695666.6738",1
"1758695671.6862",1
